dim1,dim2,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5
6,14,0.8035186,0.6551044,0.9854967,0.9766344,0.0,0.9999976
6,15,0.6536997,0.590421,0.701231,0.65585285,0.0,0.9999771
6,16,0.97240704,0.94989115,0.9944925,1.0002011,0.0,0.9999981
6,17,0.73778784,0.21817482,0.8683676,0.37931716,0.0,0.9999956
6,18,0.00703045,0.57178324,0.040036336,0.6783092,0.0,0.99997604
6,19,0.8043307,0.23840976,0.97658736,0.4866107,0.0,0.9999943
7,0,0.6948783,0.31480208,0.84512866,0.47277078,2.0,0.9982173
7,1,0.562899,0.29031694,0.68319786,0.44412982,1.0,0.9986192
7,2,0.8053109,0.3746506,0.9345441,0.53547,3.0,0.9997286
7,3,0.5790168,0.016586084,0.70851684,0.08775997,0.0,0.9999993
7,4,0.5575209,0.25593483,0.74864054,0.47333598,0.0,0.9998565
7,5,0.0022974145,0.31563643,0.010110604,0.3555631,0.0,0.9998542
7,6,-0.00042385748,0.4826273,0.013510831,0.538043,0.0,0.99998677
7,7,0.017143741,0.059580162,0.099193305,0.22632183,0.0,0.99975604
7,8,0.5199284,0.13168463,0.6069385,0.22015375,0.0,1.0
7,9,0.8108233,0.3160738,0.95596313,0.56276333,0.0,0.9991722
7,10,0.87904984,0.18615912,1.0109968,0.2764125,0.0,0.99999976
7,11,0.67647594,0.19354752,0.84573567,0.29662538,0.0,0.99995697
7,12,0.9427396,0.0061980654,0.99472266,0.03869851,0.0,0.9999199
7,13,0.743407,0.4770096,0.78274566,0.5295046,0.0,0.9999976
7,14,0.0011617765,0.42047393,0.010994608,0.44907364,0.0,0.9999751
7,15,0.5623615,0.0865953,0.63843846,0.19649845,0.0,1.0
7,16,0.7838379,0.021178223,0.8985782,0.09719265,0.0,1.0
7,17,0.0105550075,0.276444,0.037993185,0.37316307,0.0,0.99999297
7,18,0.7348631,0.2554221,0.840863,0.3761057,0.0,0.9999969
7,19,0.8507922,0.33057368,0.9510722,0.4792538,0.0,1.0
8,0,0.6582194,0.37776166,0.7673053,0.4971859,1.0,0.99962926
8,1,0.7642341,0.41699865,0.8964354,0.54609466,2.0,0.9998722
8,2,0.847386,0.50869274,0.9434777,0.64316076,3.0,0.9994648
8,3,0.70637673,0.08588686,0.8425953,0.26310316,0.0,0.9999995
8,4,0.0030450844,0.45293203,0.017067036,0.50301087,0.0,0.9999789
8,5,0.7095606,0.021110896,0.8321168,0.09349586,0.0,0.99999523
8,6,0.036545362,0.012873702,0.1434903,0.08321625,0.0,0.99987555
8,7,0.0016623521,0.15166648,0.015609608,0.20477906,0.0,0.9995154
8,8,0.96786225,0.44121033,1.001718,0.4709701,0.0,0.9999981
8,9,0.95458674,0.5495034,1.006595,0.677881,0.0,0.9999987
8,10,0.9485834,0.3839499,1.008955,0.44870427,0.0,0.9999894
8,11,0.716913,0.59367985,0.81135935,0.7042646,0.0,0.9999989
8,12,0.7634792,0.5423418,0.82937443,0.6104497,0.0,0.99982965
8,13,0.00481005,0.35738438,0.08777236,0.734565,0.0,0.9999949
8,14,0.9527669,0.47246426,0.9993239,0.5292055,0.0,0.99999845
8,15,0.41018426,0.024248011,0.51969516,0.09413091,0.0,0.9999987
8,16,0.007430829,0.8976126,0.053309824,0.9950173,0.0,0.9998535
8,17,0.94667846,0.00973108,0.9904125,0.042931087,0.0,0.9999318
8,18,0.0067782104,-0.016368762,0.29145792,0.16744475,0.0,0.99999475
8,19,0.734359,0.20640174,0.80540353,0.2937382,0.0,0.9999995
9,0,0.6352647,0.47758788,0.73504466,0.5989978,3.0,0.9997174
9,1,0.571263,0.4097945,0.6788091,0.5265399,2.0,0.99967575
9,2,0.47241446,0.38283902,0.5715489,0.49160856,1.0,0.9958016
9,3,0.039905306,0.0076041706,0.15883285,0.08003582,0.0,0.99984896
9,4,0.3077051,0.26274925,0.55326915,0.5450225,0.0,0.99999785
9,5,0.974118,0.41634053,1.0057014,0.44737476,0.0,0.9999982
9,6,0.54258394,0.5204627,0.6253881,0.59107286,0.0,0.9999869
9,7,0.48305327,0.5110222,0.5685858,0.57138795,0.0,0.9999685
9,8,0.7057611,0.6035693,0.8908171,0.7720466,0.0,1.0
9,9,0.38215923,0.37004557,0.475487,0.4782609,0.0,0.9999995
9,10,0.0058244998,0.9707944,0.03177386,1.0036718,0.0,0.99999464
9,11,0.0047520846,0.75912756,0.025386704,0.86032,0.0,0.9999707
9,12,0.7314833,0.5543828,0.7894105,0.6702053,0.0,0.99999905
9,13,0.6310585,0.55617857,0.6546541,0.57843006,0.0,0.9999993
9,14,0.40275025,0.4114369,0.45789576,0.5069447,0.0,0.9999758
9,15,0.39797062,0.014520433,0.50086427,0.0766695,0.0,0.9999968
9,16,0.7292373,0.3179193,0.8115362,0.45163953,0.0,0.9999999
9,17,0.97409254,0.1508037,0.9959246,0.18239799,0.0,0.9999956
9,18,0.590199,0.41705185,0.60506195,0.45859322,0.0,1.0
9,19,0.5412514,0.51561874,0.65984416,0.6008593,0.0,0.9999945
10,0,0.7608238,0.3814084,0.89009744,0.5169821,2.0,0.9999578
10,1,0.85904783,0.45757636,0.9599434,0.6014016,3.0,0.9997793
10,2,0.6408085,0.36305672,0.74776787,0.48387098,1.0,0.9986669
10,3,0.64275306,0.52777815,0.76300406,0.6313927,0.0,0.9999819
10,4,0.9722263,0.020232074,0.99878204,0.04341741,0.0,0.9999901
10,5,0.98056024,0.01135983,1.0002415,0.03273857,0.0,0.99999714
10,6,0.5612809,0.1873059,0.6634841,0.28864676,0.0,0.99998856
10,7,0.70151716,0.57533807,0.73775685,0.6271257,0.0,0.9999999
10,8,0.8108916,0.5479419,0.8382611,0.5687564,0.0,0.9998516
10,9,0.53267294,-0.03239481,0.721341,0.20622228,0.0,0.99999976
10,10,0.9760591,0.766481,0.9926438,0.8044813,0.0,0.9999957
10,11,0.97991097,0.219915,1.0007766,0.24880944,0.0,0.99999785
10,12,0.014878847,0.26447758,0.09181983,0.3991121,0.0,0.99969554
10,13,0.58111507,0.005848378,0.879307,0.24358751,0.0,0.99999535
10,14,0.0026321965,0.54890627,0.012643557,0.6101412,0.0,0.99999166
10,15,0.019507412,0.017485466,0.068552345,0.09563601,0.0,0.99997723
10,16,0.57766986,0.43435138,0.7439638,0.5504303,0.0,0.9999995
10,17,0.67945796,0.7243195,0.96575975,0.9660421,0.0,0.99999654
10,18,0.9772185,0.3452037,1.0046496,0.37538388,0.0,0.9999918
10,19,0.0013718759,0.005357301,0.012332952,0.036602207,0.0,0.9999372
11,0,0.6342849,0.39834395,0.7612169,0.5355483,2.0,0.99502903
11,1,0.5780346,0.3519044,0.6663212,0.4645118,1.0,0.99903107
11,2,0.7101064,0.489055,0.80301774,0.6151533,3.0,0.9992387
11,3,0.58135766,0.37176,0.6289782,0.4567489,0.0,1.0
11,4,0.54721624,0.36869663,0.65343326,0.4479567,0.0,0.9999273
11,5,0.023589324,0.27415377,0.08287573,0.3898376,0.0,0.9999883
11,6,0.87652415,0.8789823,1.0332704,1.0207139,0.0,0.99999726
11,7,0.72477674,0.32169318,0.7985075,0.43150413,0.0,1.0
11,8,0.0078110993,-0.0073143393,0.16560514,0.32474685,0.0,0.9999995
11,9,0.7847822,0.46986854,0.83320117,0.58350694,0.0,1.0
11,10,0.007218222,0.9720606,0.031612907,1.0043234,0.0,0.9999974
11,11,0.02083426,0.82267326,0.092109956,0.96098006,0.0,0.9999119
11,12,0.017038517,0.12925714,0.067455396,0.3550176,0.0,0.99998534
11,13,0.034386396,0.016900502,0.15514444,0.083016194,0.0,0.99956447
11,14,0.9699651,0.75820404,1.0023708,0.7829454,0.0,0.99999785
11,15,0.022258244,0.02335491,0.13316903,0.18694466,0.0,0.999678
11,16,0.53812355,0.28925923,0.75330687,0.41664666,0.0,0.99999917
11,17,0.0054169083,0.26797318,0.025768686,0.37204957,0.0,0.99999607
11,18,0.60553324,0.5585459,0.65640366,0.6505073,0.0,0.99997914
11,19,0.7262139,0.34973615,0.81027764,0.45966896,0.0,0.99999297
12,0,0.6261985,0.45083314,0.7339144,0.56281954,2.0,0.9998073
12,1,0.71128917,0.49700457,0.8011577,0.6253073,3.0,0.9997265
12,2,0.5402684,0.4051235,0.64692724,0.51310223,1.0,0.9996482
12,3,0.85407364,0.5028823,0.92837584,0.625665,0.0,0.9999999
12,4,0.5884607,0.29360744,0.67230636,0.37948507,0.0,0.9999987
12,5,0.9757534,0.84138715,0.99627435,0.87372136,0.0,0.99994814
12,6,0.6291237,0.5530792,0.7458404,0.63316023,0.0,0.9999262
12,7,0.0062881634,0.969646,0.0323717,1.004102,0.0,0.9999809
12,8,0.50265425,0.47893503,0.7372021,0.75193846,0.0,1.0
12,9,0.90009457,0.6177973,0.9766366,0.73331916,0.0,0.99991524
12,10,0.64661247,0.6229878,0.8867563,0.9992492,0.0,0.9999989
12,11,0.0013569044,0.3572218,0.023660697,0.4294601,0.0,0.9999342
12,12,0.9721854,0.9421751,1.0027255,0.9692134,0.0,0.99996257
12,13,0.7237053,0.122153625,0.94362086,0.38204795,0.0,0.99999595
12,14,0.014362529,0.015340634,0.065850705,0.09883197,0.0,0.9992786
12,15,0.7983539,0.3718808,0.94995236,0.6376871,0.0,0.99999607
12,16,0.908587,0.53843856,0.9956312,0.62270236,0.0,0.99999726
12,17,0.5371532,0.5040939,0.627474,0.5674973,0.0,0.9999703
12,18,0.7808198,0.505164,0.8608582,0.6241359,0.0,0.9999856
12,19,0.53016555,0.5885687,0.6236204,0.6854983,0.0,0.99999595
13,0,0.7768771,0.4429188,0.87132436,0.5798948,3.0,0.99987745
13,1,0.6848837,0.38439187,0.794993,0.5062187,2.0,0.9997787
13,2,0.59341586,0.3576525,0.68171513,0.47817302,1.0,0.9995427
13,3,0.47955322,0.41541684,0.64481914,0.5283996,0.0,0.9999976
13,4,0.652336,0.20184603,0.7472713,0.3155423,0.0,0.9999995
13,5,0.9847304,0.002657406,0.9998493,0.019778231,0.0,0.9999591
13,6,0.009396829,0.4331788,0.047509223,0.51179445,0.0,0.999995
13,7,0.6861774,0.40438524,0.76675117,0.46534905,0.0,0.99964416
13,8,0.7132569,0.26088917,0.8181727,0.35599694,0.0,0.99998415
13,9,0.9555822,0.56148756,0.98667985,0.6511442,0.0,1.0
13,10,0.7016221,0.25804418,0.8247503,0.39198107,0.0,0.9999682
13,11,0.5160876,0.53780717,0.6096714,0.6280314,0.0,0.9999906
13,12,0.5257079,0.553125,0.6355953,0.6624653,0.0,0.9999976
13,13,0.7784567,0.540425,0.7991705,0.5630144,0.0,0.99999976
13,14,0.50920224,0.37928337,0.59199643,0.47251475,0.0,0.9999989
13,15,0.68507826,0.4508602,0.77812314,0.52492404,0.0,1.0
13,16,0.009931279,0.9512264,0.04769227,1.0038618,0.0,0.9999428
13,17,0.91467834,0.28461498,1.0156121,0.38635242,0.0,0.99999726
13,18,0.8648266,0.32488823,0.9362919,0.43848932,0.0,0.99999964
13,19,0.8975578,0.82608306,1.0247962,0.96040857,0.0,0.9997633
14,0,0.707151,0.5298005,0.82774997,0.6514445,2.0,0.9999291
14,1,0.7811302,0.60287327,0.87724596,0.7275151,3.0,0.9982596
14,2,0.6178137,0.47886902,0.72460544,0.5936983,1.0,0.99968994
14,3,0.8551309,0.592136,0.87732065,0.6323607,0.0,0.9999883
14,4,0.93032604,0.94015217,1.0044096,1.0056813,0.0,0.9999782
14,5,0.911438,0.44105512,0.9849253,0.58576685,0.0,0.9999999
14,6,0.6898439,0.62516713,0.7766849,0.69205433,0.0,0.9999982
14,7,0.95373976,0.9690208,1.005431,1.0042579,0.0,0.9999622
14,8,0.62640065,0.51214314,0.6853638,0.5856193,0.0,1.0
14,9,0.6359485,0.41889948,0.75943995,0.4979142,0.0,0.99999094
14,10,0.46631935,0.4288771,0.5692457,0.5196483,0.0,0.9999993
14,11,0.76803756,0.3522401,0.8683254,0.45806247,0.0,0.99999857
14,12,0.7728533,0.29354882,0.9411416,0.47008488,0.0,0.9979126
14,13,0.46521682,0.3287833,0.5556687,0.4263499,0.0,1.0
14,14,0.76471525,0.13355818,0.863455,0.26281095,0.0,0.9999987
14,15,0.7077467,0.26305732,0.8323555,0.3689362,0.0,0.99999905
14,16,0.5256458,0.49399742,0.5909195,0.5830343,0.0,0.9998361
14,17,0.5317069,0.42613816,0.7436654,0.614218,0.0,0.9999757
14,18,0.81888807,0.55094373,0.8842032,0.67385286,0.0,1.0
14,19,0.7037766,0.62881285,0.7207703,0.6442422,0.0,0.999884
15,0,0.6996041,0.34002835,0.8009936,0.46365365,1.0,0.99984396
15,1,0.8868669,0.44323894,0.99964076,0.57293713,3.0,0.99930394
15,2,0.79970753,0.38329068,0.9210673,0.513464,2.0,0.99929345
15,3,0.90709007,0.23493819,0.98720944,0.33967602,0.0,0.99999976
15,4,0.9786228,0.63381284,0.99395174,0.66797376,0.0,0.99999905
15,5,0.9138781,0.2864037,0.9797865,0.404596,0.0,0.9999989
15,6,0.0034236591,0.4223863,0.02693354,0.5460011,0.0,0.99997854
15,7,0.7480408,0.39755368,0.81153,0.48159897,0.0,0.9999999
15,8,0.9068951,0.431589,0.9567959,0.5473992,0.0,0.99983275
15,9,0.82730937,0.5418393,0.89994323,0.6175049,0.0,0.9997565
15,10,0.502866,0.25330415,0.7164727,0.4196732,0.0,0.99999976
15,11,0.00072458386,-0.018243648,0.12839016,0.1967026,0.0,0.99997723
15,12,0.76711154,-0.025436863,0.92792475,0.15837637,0.0,0.9999691
15,13,0.7489564,0.24464077,0.8322783,0.3162042,0.0,0.9999237
15,14,0.0028009694,0.51211447,0.018830057,0.53931063,0.0,0.9999876
15,15,0.7099931,0.5806395,0.8197904,0.68289936,0.0,0.99998975
15,16,0.9748501,0.010274014,0.99454695,0.034057904,0.0,0.9999964
15,17,0.88191605,0.096553,0.9948211,0.18482095,0.0,0.9999994
15,18,0.6173514,0.4577332,0.8648821,0.79330975,0.0,0.99999213
15,19,0.97889274,0.7490909,1.0009794,0.7701236,0.0,0.999948
16,0,0.7425685,0.35315812,0.8728104,0.49494484,2.0,0.99975187
16,1,0.8508237,0.41802603,0.97168,0.5650516,3.0,0.9996809
16,2,0.629061,0.33989885,0.7465422,0.47118095,1.0,0.9987068
16,3,0.7343085,0.3637201,0.821036,0.48236272,0.0,0.9999975
16,4,0.9749556,0.16079184,1.0010383,0.18643755,0.0,0.9999999
16,5,0.63690287,0.15284398,0.7124999,0.26974574,0.0,1.0
16,6,0.0044612847,0.38790917,0.030163117,0.49928078,0.0,0.999992
16,7,0.7681835,0.31263113,0.88479877,0.40259993,0.0,1.0
16,8,0.67152494,0.35535017,0.87057364,0.57486045,0.0,0.99999845
16,9,0.008964151,0.9036289,0.053705335,1.0035597,0.0,0.9999747
16,10,0.8924907,0.105153024,0.9939272,0.19296029,0.0,0.99999964
16,11,0.8378322,0.34138545,1.000016,0.5770088,0.0,0.9997454
16,12,0.62404394,0.3025941,0.80173105,0.42069343,0.0,0.9999982
16,13,0.70519453,0.5353951,0.7759819,0.6352546,0.0,0.99990916
16,14,0.7429687,0.47210342,0.84279704,0.53293157,0.0,0.9999987
16,15,0.6191174,0.34068492,0.6420246,0.3727474,0.0,0.99999356
16,16,0.0053327493,0.96901774,0.030503422,1.0035577,0.0,0.99999297
16,17,0.76774657,0.02569886,0.89174044,0.10807605,0.0,0.9999862
16,18,0.486699,0.38514456,0.5798987,0.4948925,0.0,0.9999981
16,19,0.012907911,0.13209748,0.0872547,0.27366382,0.0,0.999941
17,0,0.8585626,0.50802815,0.9615088,0.65469235,3.0,0.9997441
17,1,0.7648431,0.41985416,0.90129113,0.5658654,2.0,0.9994356
17,2,0.64484245,0.38942146,0.76116824,0.5195559,1.0,0.9991129
17,3,0.65270245,0.7199756,0.742366,0.8437291,0.0,0.99999976
17,4,0.79848117,0.42537227,0.9167995,0.54539466,0.0,0.9997563
17,5,0.010348652,0.20662767,0.08178899,0.32318175,0.0,0.99998736
17,6,0.52394414,0.52579826,0.61248624,0.63315237,0.0,0.9999993
17,7,0.53054184,0.014377147,0.6456425,0.100845054,0.0,0.99999917
17,8,0.0023535895,0.32929444,0.01673323,0.39129356,0.0,0.99996233
17,9,0.64128053,0.7765515,0.7433937,0.91020954,0.0,0.9999999
17,10,0.0019162679,0.29791182,0.018282443,0.35943085,0.0,0.9999732
17,11,0.00817598,0.6863634,0.029062096,0.79880494,0.0,0.99995935
17,12,0.7085225,0.58484185,0.77628374,0.68850696,0.0,0.9999933
17,13,0.67268395,0.5879079,0.8070022,0.75261706,0.0,0.9999994
17,14,0.57948536,0.84943885,0.7214942,0.9811642,0.0,0.9999993
17,15,0.00229768,0.5165077,0.025427304,0.5455296,0.0,0.99996793
17,16,0.97941715,0.88032675,1.0044342,0.9070336,0.0,0.9999181
17,17,0.01253413,0.46082294,0.0764205,0.7088181,0.0,0.9999536
17,18,0.97223526,0.016601427,0.99863714,0.04409478,0.0,0.99996305
17,19,0.43427092,-0.023058176,0.7161911,0.18761662,0.0,0.99999964
18,0,0.6613244,0.3807076,0.74709034,0.49541104,1.0,0.9997031
18,1,0.7568384,0.38485298,0.8597647,0.497348,2.0,0.99966896
18,2,0.82983375,0.4389994,0.9296608,0.56117046,3.0,0.99992585
18,3,0.38080984,0.2964716,0.58164215,0.62874913,0.0,0.999998
18,4,0.9695726,0.30619726,0.99614775,0.32584164,0.0,0.9999912
18,5,0.6154518,0.62236214,0.8738785,0.9722366,0.0,0.99996424
18,6,0.010722438,0.9539052,0.045621336,1.0011152,0.0,0.9999963
