dim1,dim2,feat_0,feat_1,feat_2,feat_3,feat_4,feat_5
18,7,0.9498206,0.9668181,1.002683,1.0036445,0.0,0.9999738
18,8,0.9340398,0.3315016,1.0084082,0.40792483,0.0,0.9999763
18,9,0.8039249,0.4208538,0.8210575,0.44892588,0.0,1.0
18,10,0.57592237,0.4354481,0.6768629,0.5294488,0.0,0.99999917
18,11,0.003192762,0.8926557,0.016246287,0.9504665,0.0,0.999984
18,12,0.019826667,0.010695649,0.06682785,0.0431571,0.0,0.99998474
18,13,0.8779032,0.4250129,0.89559174,0.49686345,0.0,1.0
18,14,0.9765299,0.009646438,0.9924336,0.03344976,0.0,0.99999595
18,15,0.9672122,0.9707206,1.0039495,1.0027831,0.0,0.9998714
18,16,0.028744826,0.41229048,0.086189575,0.51686656,0.0,0.9999937
18,17,0.7820984,0.3491973,0.8700761,0.4710094,0.0,0.99885297
18,18,0.957719,0.49187484,0.9887823,0.5651566,0.0,1.0
18,19,0.8926096,0.40276352,0.9661258,0.50347984,0.0,0.99999976
19,0,0.7449566,0.43069202,0.8507283,0.563292,3.0,0.9829505
19,1,0.6459123,0.40350196,0.7648732,0.5218625,2.0,0.9998698
19,2,0.53422827,0.38642424,0.63923615,0.50324476,1.0,0.9998839
19,3,0.6525224,0.27790493,0.77944255,0.35647282,0.0,0.9999244
19,4,0.5723931,0.48131305,0.63934433,0.56443036,0.0,0.9999672
19,5,0.043708485,0.013053469,0.14171979,0.07748624,0.0,0.999962
19,6,0.62373036,0.5427666,0.7571118,0.6019516,0.0,0.9998838
19,7,0.61199665,0.30227554,0.7107101,0.3862338,0.0,0.9999981
19,8,0.0059593096,0.2584449,0.02920577,0.36047176,0.0,0.9999926
19,9,0.89908445,0.3276249,0.98955137,0.44649345,0.0,0.9999747
19,10,0.5985611,0.43579563,0.6940647,0.54606724,0.0,0.9999633
19,11,0.9300133,0.9849535,0.9648036,1.0043505,0.0,0.99997973
19,12,0.008303285,0.0077812504,0.030388046,0.046286106,0.0,0.99995697
19,13,0.013469566,0.01291896,0.040222313,0.071193665,0.0,0.9999788
19,14,0.5287253,0.2620694,0.62808025,0.35352436,0.0,0.99999833
19,15,0.7262616,0.21179745,0.81798315,0.30870375,0.0,0.9999964
19,16,-0.00088484585,0.6634757,0.12261952,1.0164168,0.0,0.99997234
19,17,0.82133156,0.52549046,0.9033731,0.6198902,0.0,0.9999763
19,18,0.72138405,0.5242355,0.7768674,0.55776614,0.0,0.9999945
19,19,0.8116041,0.2436901,0.9617689,0.47659433,0.0,0.99998593
20,0,0.78057885,0.41915333,0.87354296,0.5634332,3.0,0.9997695
20,1,0.6782735,0.35352838,0.803481,0.4824881,2.0,0.99997103
20,2,0.5684908,0.34827211,0.66402376,0.4525484,1.0,0.9998671
20,3,0.6735371,0.3622435,0.70392543,0.39442062,0.0,0.999985
20,4,0.35236752,0.34939575,0.5857015,0.6142657,0.0,0.99999845
20,5,0.4752586,0.5706116,0.5680611,0.67067343,0.0,1.0
20,6,0.72529703,0.15764087,0.8475846,0.324229,0.0,0.99993837
20,7,0.6700705,0.52139175,0.7429807,0.6096814,0.0,0.9999999
20,8,0.0023969556,0.008607057,0.013465961,0.037670817,0.0,0.9999653
20,9,0.9355755,0.44551432,1.011406,0.49436164,0.0,0.9999993
20,10,0.56562376,0.25596714,0.6157067,0.3180777,0.0,1.0
20,11,0.8357179,0.42999145,0.8933935,0.56692874,0.0,0.9978929
20,12,0.62460965,0.25378597,0.8564793,0.4827171,0.0,0.9992561
20,13,0.0009995066,0.5202829,0.10060863,0.91964906,0.0,0.9999571
20,14,0.72083324,0.3618703,0.74198496,0.3808538,0.0,1.0
20,15,-0.001605995,0.68859553,0.12448526,1.021406,0.0,0.99997354
20,16,0.020743053,0.2820108,0.08516705,0.39523607,0.0,0.99999547
20,17,0.0024881298,0.015405534,0.010672509,0.062202543,0.0,0.9999523
20,18,0.9028465,0.48471493,0.9880293,0.61035496,0.0,0.9999815
20,19,0.5419293,-0.018482223,0.88560027,0.19300495,0.0,0.9999809
21,0,0.7236638,0.4090227,0.8228877,0.55292034,3.0,0.99980646
21,1,0.6263625,0.3615544,0.7313096,0.48047924,2.0,0.9996325
21,2,0.51831055,0.34270823,0.6154582,0.46445042,1.0,0.9959681
21,3,0.8971627,0.27434856,1.0174581,0.36785105,0.0,1.0
21,4,0.022285115,0.15084966,0.07121223,0.265496,0.0,0.99999046
21,5,0.7641903,0.5399235,0.9699589,0.7161598,0.0,0.99999726
21,6,0.5978744,0.020225164,0.7043884,0.08711375,0.0,0.99999905
21,7,0.85299075,0.4531773,0.91538966,0.56987005,0.0,1.0
21,8,0.8846542,0.79344356,1.0238986,0.88357955,0.0,0.9999962
21,9,0.008441871,0.101567775,0.030504962,0.18283841,0.0,0.99999905
21,10,0.7882808,0.48949832,0.85715383,0.6001873,0.0,1.0
21,11,0.008582857,0.45983213,0.03875728,0.5505596,0.0,0.9999988
21,12,-0.0031473897,0.6999099,0.124414116,1.0283656,0.0,0.9999505
21,13,0.46141484,0.015663676,0.5763779,0.08450427,0.0,0.99999905
21,14,0.687954,0.49175933,0.7272686,0.51384723,0.0,0.99991226
21,15,0.5320115,0.21979782,0.60727215,0.31112373,0.0,1.0
21,16,0.70038086,0.07963699,0.9824841,0.3562348,0.0,0.9999963
21,17,0.97430557,0.33325097,0.9928098,0.36207286,0.0,0.9999989
21,18,0.9748719,0.4905041,0.9973633,0.514208,0.0,0.99999225
21,19,0.019061076,0.21754089,0.073926486,0.32303792,0.0,0.99999845
22,0,0.7425516,0.3438445,0.85876334,0.47893378,2.0,0.9999099
22,1,0.6326625,0.3030193,0.73257476,0.44208282,1.0,0.9995042
22,2,0.82457465,0.41458502,0.93453914,0.5602327,3.0,0.99984276
22,3,0.9701042,0.9371622,1.001764,0.97030747,0.0,0.9999901
22,4,0.3609451,0.39203194,0.41682196,0.495528,0.0,0.9999999
22,5,0.002896553,0.96669066,0.03448315,1.0035464,0.0,0.9998994
22,6,0.010205401,0.8235813,0.033884242,0.9488735,0.0,0.9998865
22,7,0.56548035,0.4765667,0.675504,0.59058964,0.0,0.9998381
22,8,0.008144877,0.21363743,0.025034726,0.3113619,0.0,0.9999919
22,9,0.9450233,0.55431193,0.9831734,0.64048207,0.0,0.99999964
22,10,0.002073646,0.7363233,0.013710838,0.7911262,0.0,0.9998925
22,11,0.9051288,0.36701626,1.0229208,0.5160397,0.0,0.99993575
22,12,0.5327075,0.55792814,0.65148747,0.6542972,0.0,0.9999993
22,13,0.701148,0.20232475,0.79309666,0.2975253,0.0,0.99999976
22,14,0.94852877,0.36915922,1.0204624,0.43817854,0.0,0.9999976
22,15,0.015491746,0.12144341,0.07918562,0.35206664,0.0,0.9996878
22,16,0.5529185,0.52528185,0.6187968,0.6209912,0.0,0.999992
22,17,0.014309991,0.62700796,0.08561459,0.8848694,0.0,0.9993104
22,18,0.85379183,0.86443263,1.0323014,1.0157645,0.0,0.9999945
22,19,0.5763123,0.52285504,0.62367946,0.5974005,0.0,0.99999845
23,0,0.49650067,0.3711912,0.59832305,0.4791915,2.0,0.99998176
23,1,0.57682973,0.42189133,0.66128755,0.5460419,3.0,0.99694914
23,2,0.40729743,0.3459185,0.49218297,0.45438147,1.0,0.99992025
23,3,0.51431274,0.51208496,0.6107098,0.61969614,0.0,0.99976295
23,4,0.009188574,0.3374653,0.033976663,0.44167045,0.0,0.9999901
23,5,0.90875274,0.7665955,1.0186908,0.978035,0.0,0.9999957
23,6,0.59662247,0.34297538,0.6679846,0.4658275,0.0,1.0
23,7,0.68754995,0.44215846,0.7304675,0.5095581,0.0,1.0
23,8,0.007404375,0.7621194,0.025022347,0.87296265,0.0,0.9999856
23,9,0.4210484,0.08282678,0.6182194,0.3610314,0.0,1.0
23,10,0.76752263,0.72652715,0.8997984,0.84692,0.0,0.99994326
23,11,0.72065747,0.25923416,0.85768086,0.4202676,0.0,0.9999777
23,12,0.9693072,0.42857158,0.99786437,0.48187488,0.0,0.999936
23,13,0.9692585,0.3947501,1.0009394,0.42275095,0.0,0.99999
23,14,0.85940874,-0.004803717,1.0210257,0.110571116,0.0,0.9998196
23,15,0.45870078,0.47312188,0.57761145,0.6228399,0.0,0.9999944
23,16,0.9734979,0.9290757,0.99884516,0.9535903,0.0,0.99998796
23,17,0.9812961,0.0012064222,1.0021355,0.020471718,0.0,0.9997875
23,18,0.511608,0.36253452,0.53544796,0.43149897,0.0,1.0
23,19,0.97504884,0.22330034,1.0054586,0.24631424,0.0,0.99995935
24,0,0.79337984,0.42805964,0.8670941,0.53850245,3.0,0.9984676
24,1,0.7027793,0.42907253,0.7928763,0.53542876,2.0,0.9984164
24,2,0.61453456,0.3927552,0.7152578,0.49832103,1.0,0.9994136
24,3,0.65036994,0.5244304,0.729844,0.62336624,0.0,0.9999912
24,4,0.97402084,0.9539701,0.9929499,0.99761754,0.0,0.9999981
24,5,0.7031573,0.38654965,0.82497084,0.47465488,0.0,0.9999969
24,6,0.32171217,-0.021896198,0.61981964,0.18024649,0.0,0.9999962
24,7,0.9783524,0.723251,0.9978164,0.75949234,0.0,0.9999924
24,8,0.79999995,0.488099,0.88054323,0.6007848,0.0,0.9999995
24,9,0.8945669,0.8298693,1.0177671,0.95270663,0.0,0.999987
24,10,0.7189861,0.6073189,0.8880336,0.7750235,0.0,0.9998061
24,11,0.75825673,0.32314956,0.8252892,0.39984548,0.0,0.99999857
24,12,0.007875553,0.69605875,0.02759017,0.7924773,0.0,0.99998605
24,13,0.6375663,0.622509,0.89982444,0.98439175,0.0,0.99996674
24,14,0.95091945,0.008454019,0.9922502,0.042667873,0.0,0.99998915
24,15,0.62302065,0.3858299,0.73492503,0.48857048,0.0,0.9999763
24,16,0.5846939,0.20427743,0.67869395,0.31266233,0.0,1.0
24,17,0.016193513,0.2023764,0.079992786,0.31886107,0.0,0.9999865
24,18,0.97200364,0.9710968,1.0016875,1.0009956,0.0,0.9999902
24,19,0.010542621,0.2664321,0.04007576,0.36696994,0.0,0.99999726
25,0,0.6735638,0.43609682,0.78764284,0.5762801,2.0,0.9998448
25,1,0.774089,0.4686899,0.88089323,0.614197,3.0,0.9998074
25,2,0.5590615,0.40362695,0.6589051,0.5421972,1.0,0.99884987
25,3,0.744799,0.59466124,0.77643555,0.61582917,0.0,0.9998975
25,4,0.614485,0.64190435,0.65350705,0.70526457,0.0,1.0
25,5,0.89945835,0.37147963,0.9967839,0.48971972,0.0,0.99999976
25,6,0.0006753914,0.67419785,0.12513022,1.0429064,0.0,0.99995136
25,7,0.020794224,0.61753863,0.0848794,0.8424134,0.0,0.999995
25,8,0.8270036,0.47266605,0.83749735,0.5052906,0.0,1.0
25,9,0.50491554,0.3473578,0.65217936,0.44189227,0.0,0.9999976
25,10,0.9730891,0.4919242,0.9934311,0.510001,0.0,0.99999905
25,11,0.62885815,0.3565613,0.7063984,0.421579,0.0,0.9998441
25,12,0.74525666,0.3881411,0.7614074,0.40749782,0.0,0.9999901
25,13,0.6471483,0.39549828,0.86096317,0.60390973,0.0,0.999321
25,14,0.020504214,0.3676248,0.08613941,0.5977484,0.0,0.9999957
25,15,0.42940485,0.08587617,0.62203205,0.34893796,0.0,0.99999225
25,16,0.020004295,0.23806867,0.083311565,0.47141957,0.0,0.9999962
25,17,0.93856734,0.53222626,0.9899077,0.58449674,0.0,0.9999995
25,18,0.6086153,0.2974979,0.8681898,0.4968893,0.0,0.99999964
25,19,0.7201487,0.31569856,0.7971306,0.41121197,0.0,0.9999845
26,0,0.67601514,0.39323458,0.78157634,0.50172496,2.0,0.99929976
26,1,0.7515692,0.45340917,0.83994526,0.56698066,3.0,0.9998659
26,2,0.5816719,0.3622104,0.67843854,0.463135,1.0,0.99843043
26,3,0.035272818,0.0037040226,0.15385221,0.077982634,0.0,0.9998988
26,4,0.36243948,0.32913816,0.5971513,0.5992902,0.0,0.9999907
26,5,0.31431496,-0.023484237,0.6095251,0.16577417,0.0,0.9999963
26,6,0.7168335,0.4251709,0.748347,0.45625743,0.0,1.0
26,7,0.7890457,0.22791588,0.9650694,0.5213094,0.0,0.9999982
26,8,0.85362065,0.22426783,0.98718023,0.32226953,0.0,0.99988616
26,9,0.8552635,0.2959804,0.93062055,0.4058897,0.0,0.99999976
26,10,0.46967775,0.45355186,0.57357794,0.52607155,0.0,0.999982
26,11,0.8591738,0.84480757,0.94442457,1.0084515,0.0,0.9996555
26,12,0.89233214,0.54396045,0.99918187,0.6721173,0.0,0.999997
26,13,0.898248,0.28582162,0.9897605,0.39240682,0.0,0.9999937
26,14,0.58133334,0.36240092,0.5974808,0.3844888,0.0,0.9999982
26,15,0.006895139,0.006771723,0.02847379,0.060953967,0.0,0.99993277
26,16,0.90517133,0.38983193,0.9929254,0.48647803,0.0,0.9999995
26,17,0.01671281,0.12656775,0.08594826,0.3576701,0.0,0.9999211
26,18,0.9790501,0.28287748,1.0043986,0.3037148,0.0,0.9999682
26,19,0.9203313,0.8758476,1.0010068,1.0023862,0.0,0.99991894
27,0,0.7906672,0.44286513,0.8795017,0.59242547,3.0,0.999887
27,1,0.6746185,0.392232,0.78657424,0.5136743,2.0,0.99993706
27,2,0.5425551,0.3977224,0.646531,0.52356005,1.0,0.999701
27,3,0.001013869,0.3677274,0.011889182,0.42338395,0.0,0.9999019
27,4,0.45551112,0.46664307,0.5131827,0.56950015,0.0,0.99999774
27,5,0.7190183,0.57895607,0.815924,0.69549435,0.0,0.99997866
27,6,0.68440104,0.39744994,0.707867,0.43078774,0.0,0.99999857
27,7,0.5950544,-0.0042820275,0.8832161,0.24327578,0.0,0.99998736
27,8,0.6599758,0.43613148,0.8872057,0.7459848,0.0,0.99999785
27,9,0.82001483,0.43550727,0.83770156,0.47398192,0.0,0.99999523
27,10,0.7711214,0.42170498,0.792503,0.4423293,0.0,0.99999297
27,11,0.9054357,0.5694343,0.9833518,0.6673681,0.0,0.99999785
27,12,0.6927246,0.37390915,0.7523784,0.40870878,0.0,0.9999989
27,13,0.85665303,0.8656608,0.94122916,0.99846196,0.0,0.99998486
27,14,0.7844915,0.17563236,0.948026,0.3420223,0.0,0.9999546
27,15,0.9151249,0.511343,0.9869456,0.62572485,0.0,0.9999994
27,16,0.54094577,0.54227054,0.58526945,0.6009528,0.0,0.99999976
27,17,0.68099225,0.5395125,0.7571666,0.6529743,0.0,0.9999547
27,18,0.4373948,0.4914653,0.5578786,0.6066582,0.0,0.99999964
27,19,0.0076252185,0.50997907,0.030225568,0.6069142,0.0,0.9999895
28,0,0.737355,0.34680223,0.85759574,0.47481197,2.0,0.99979764
28,1,0.8394648,0.40549067,0.9311501,0.5450911,3.0,0.9965005
28,2,0.62872714,0.3011371,0.72958267,0.4452994,1.0,0.99858886
28,3,0.75127786,0.43926644,0.882118,0.5507439,0.0,0.9999701
28,4,0.7350693,0.36378896,0.81573516,0.44091398,0.0,1.0
28,5,0.84909075,0.4962761,0.9313638,0.60882765,0.0,0.99999857
28,6,0.6572474,0.66434896,0.7571094,0.77345157,0.0,1.0
28,7,0.009581148,0.97066426,0.032933064,1.0051627,0.0,0.99999833
28,8,0.6670293,0.5944852,0.7956821,0.7716055,0.0,0.9999943
28,9,0.8979207,0.72053593,0.9914623,0.8171639,0.0,0.9999937
28,10,0.97609425,0.11891923,0.9988077,0.14197662,0.0,0.99999976
28,11,0.97614276,0.83701164,0.9980999,0.8617837,0.0,0.9999852
28,12,0.8049507,0.24674037,0.9831927,0.5298158,0.0,0.99999595
28,13,0.64579535,0.28085047,0.852946,0.47663376,0.0,0.9998615
28,14,0.8193032,0.39462543,0.90376383,0.5031301,0.0,0.9257969
28,15,0.9106779,0.5819267,0.99087656,0.687545,0.0,0.99999964
28,16,0.027174797,0.370688,0.09018023,0.59589565,0.0,0.9999938
28,17,0.7772761,0.20243844,0.87849134,0.31170478,0.0,1.0
28,18,0.75955373,0.334049,0.9027364,0.4401137,0.0,0.99999595
28,19,0.9742396,0.94445497,0.99713314,0.9695469,0.0,0.9999949
29,0,0.6116963,0.4312979,0.72303176,0.54873836,2.0,0.9997197
29,1,0.52558935,0.3906086,0.63036686,0.5040288,1.0,0.9990301
29,2,0.7027844,0.4861958,0.7844287,0.60131717,3.0,0.99963605
29,3,0.45797867,0.4597729,0.55910414,0.5264117,0.0,0.9999944
29,4,0.97064793,0.96983784,1.0004011,1.0023052,0.0,0.9999933
29,5,0.9124194,0.51653796,0.99882215,0.60535425,0.0,0.99999976
29,6,0.79703087,0.6821077,0.9473792,0.8496057,0.0,0.99998486
29,7,0.0032149488,0.43423113,0.019427948,0.48685086,0.0,0.9999968
29,8,0.97425276,0.82199717,0.9969581,0.8417331,0.0,0.9999981
29,9,0.7941867,0.2873545,0.9429553,0.4657892,0.0,0.99999857
29,10,0.7166094,0.60991776,0.88472843,0.7797443,0.0,0.99993527
29,11,0.974021,0.805791,0.9978302,0.8265104,0.0,0.99999607
29,12,0.9863169,0.98588705,1.0014429,1.0009605,0.0,0.99999
29,13,0.012614712,0.50617146,0.0915078,0.6378037,0.0,0.9999962
29,14,0.5110442,0.4888033,0.5874618,0.59182453,0.0,0.999959
29,15,0.009703886,0.8246814,0.036153127,0.94125,0.0,0.9999944
29,16,0.024419632,0.33151716,0.0908827,0.4595793,0.0,0.99999464
29,17,0.529416,0.588777,0.63340133,0.69305354,0.0,0.9999993
29,18,0.7792525,0.8583561,0.93813694,0.9862268,0.0,0.9999759
29,19,0.68556213,0.4854533,0.7163378,0.5322587,0.0,0.99999964
30,0,0.67020875,0.39650804,0.7558198,0.50380707,1.0,0.99925095
30,1,0.76534206,0.38824728,0.87143874,0.5062548,2.0,0.9997596
30,2,0.83925796,0.43995523,0.9399473,0.5712035,3.0,0.99970776
30,3,0.973999,0.9388346,0.99661195,0.96744454,0.0,0.99999666
30,4,0.9726859,0.80466443,0.9991071,0.82752955,0.0,0.9999981
30,5,0.018615853,0.01308687,0.13077118,0.1911154,0.0,0.9998648
30,6,0.5688472,0.36903,0.6838731,0.47221738,0.0,0.99999034
30,7,0.013437023,0.002851855,0.06810135,0.095119864,0.0,0.9999685
30,8,0.6787823,0.34078115,0.7717364,0.4277904,0.0,0.99999964
30,9,0.8437271,0.17783843,0.92300457,0.34940124,0.0,0.99939144
30,10,0.8942368,0.8164251,1.0106276,0.9617515,0.0,0.9999975
30,11,0.6683438,0.38562185,0.82378924,0.56648016,0.0,0.9999981
30,12,0.4383821,0.44071758,0.5043084,0.54100776,0.0,0.999998
30,13,0.8748996,0.6276963,0.9931216,0.775107,0.0,0.99950135
30,14,0.9754374,0.77090085,0.99302447,0.8055235,0.0,0.9999958
30,15,0.5773227,0.20676252,0.6938377,0.30958936,0.0,1.0
30,16,0.69116724,0.38184193,0.74082476,0.5087654,0.0,0.99991405
30,17,0.62710524,0.02258318,0.7308361,0.13306692,0.0,0.9999937
30,18,0.49190092,0.5904455,0.7590053,0.9780379,0.0,0.9999871
30,19,0.98235774,0.92004913,0.99950343,0.9505537,0.0,0.99999785
31,0,0.6713398,0.33095318,0.8115113,0.4794259,2.0,0.9998833
31,1,0.5526647,0.3123082,0.66757196,0.45034823,1.0,0.9995291
31,2,0.76761955,0.40370542,0.8967106,0.5573499,3.0,0.9998338
31,3,0.4703058,0.45823157,0.73313224,0.79718447,0.0,0.9999994
31,4,0.005642471,0.7533272,0.022765633,0.8568389,0.0,0.9999708
31,5,0.5223343,0.20119445,0.64141804,0.29728842,0.0,0.9999994
31,6,0.6427105,0.0149764605,0.76473856,0.09181014,0.0,0.9999937
31,7,0.76721835,0.09370702,0.89010835,0.2561367,0.0,0.99977
31,8,0.0069435043,0.9693348,0.03337439,1.0050243,0.0,0.99999785
31,9,0.9746895,0.9140521,0.9982672,0.9373569,0.0,0.99999535
31,10,0.9732314,0.47408894,0.9920304,0.49643233,0.0,0.9999993
31,11,0.0040411986,0.4984681,0.033354018,0.6069984,0.0,0.9999995
31,12,0.5946114,0.21795061,0.6797687,0.329834,0.0,0.99999905
31,13,0.6532672,0.13608797,0.74275845,0.24609134,0.0,0.99999905
31,14,0.69913286,0.332741,0.7273069,0.3908438,0.0,1.0
31,15,0.7082967,0.32062536,0.74077326,0.3338435,0.0,0.9999989
31,16,0.73407155,0.09132017,0.9587168,0.34883904,0.0,0.9999969
31,17,0.013439909,0.19892633,0.091119856,0.3375653,0.0,0.99995303
31,18,0.0025734184,0.4046577,0.024991728,0.51009995,0.0,0.9999906
31,19,0.004597499,0.6192004,0.023316037,0.72373354,0.0,0.9997669
32,0,0.74252504,0.4024809,0.83393043,0.52986354,3.0,0.9995401
32,1,0.5126926,0.3794571,0.60541415,0.4933469,1.0,0.9992667
32,2,0.64330584,0.3736189,0.73101145,0.4748286,2.0,0.9993142
32,3,0.97389024,0.5074656,0.9978312,0.5534347,0.0,0.99999106
32,4,0.80987537,0.3810739,0.9445751,0.58072865,0.0,0.99998796
32,5,0.62506497,0.42020857,0.7383329,0.49609074,0.0,1.0
32,6,0.66117615,0.56236666,0.78238064,0.68181145,0.0,0.9999989
32,7,0.016679067,0.50375384,0.08621687,0.7103811,0.0,0.9999821
32,8,0.9729801,0.3520629,0.99594694,0.37153158,0.0,0.9999968
32,9,0.7852114,0.5217088,0.8501753,0.59753436,0.0,0.9999964
32,10,0.9224641,0.024341013,0.99259007,0.098434284,0.0,0.99998915
32,11,0.5698139,0.54816675,0.6901111,0.66325915,0.0,0.9999993
32,12,0.893768,0.022018526,1.0047059,0.13120472,0.0,0.99997914
32,13,0.9732414,0.4358303,0.9950928,0.47633815,0.0,0.9999751
32,14,0.018395828,0.008071978,0.07159191,0.041440766,0.0,0.9999485
32,15,0.97652566,0.6254769,0.9914578,0.6410586,0.0,1.0
32,16,0.6953781,0.4947314,0.80242425,0.58766234,0.0,0.99981004
32,17,0.83278626,0.45370564,0.89398307,0.55805093,0.0,1.0
32,18,0.8268202,0.5776438,0.9384638,0.6853159,0.0,0.9999951
32,19,0.8754021,0.420231,0.9483994,0.5231513,0.0,0.9999999
33,0,0.58410597,0.50022465,0.6914742,0.6161683,2.0,0.9998031
33,1,0.674005,0.5577619,0.7496737,0.6731461,3.0,0.9998938
33,2,0.4952195,0.4600739,0.5940071,0.5686677,1.0,0.9991221
33,3,0.51192117,0.6409979,0.6354022,0.7577244,0.0,0.9999926
33,4,0.60206157,0.3509857,0.6673643,0.44496745,0.0,0.9999913
33,5,0.51767296,0.49164522,0.57367706,0.5558485,0.0,0.99999964
33,6,0.7800949,-0.01957272,0.98388666,0.27893466,0.0,0.9999951
33,7,0.0055729784,0.38761556,0.031270847,0.4942237,0.0,0.9999856
33,8,0.007879019,0.7521889,0.030616153,0.86076486,0.0,0.99998343
33,9,0.5125488,0.61497295,0.78247833,0.9825116,0.0,0.999992
33,10,0.88423556,0.7261415,0.99752706,0.81968796,0.0,0.9999474
33,11,0.632924,0.6196939,0.66069055,0.6517758,0.0,0.99999404
33,12,0.60359055,0.3743566,0.6667077,0.46972764,0.0,0.99999917
33,13,6.8339636e-05,0.009659257,0.002908058,0.06368418,0.0,0.9998834
33,14,0.8218131,0.27061006,0.9414138,0.38010567,0.0,0.9999956
33,15,0.012962583,0.4474417,0.09665124,0.58006406,0.0,0.99981517
33,16,0.80963266,0.09989755,0.97696024,0.31378108,0.0,0.99999726
33,17,0.70078945,0.0932318,0.9504562,0.34731552,0.0,0.99999905
33,18,0.9849449,0.5478156,1.0003816,0.5715171,0.0,0.99999964
33,19,0.7014582,0.27713725,0.8541513,0.46183342,0.0,0.99995863
34,0,0.721156,0.3205592,0.852798,0.47833952,2.0,0.9999424
34,1,0.5785121,0.315836,0.7002821,0.4609723,1.0,0.9997247
34,2,0.82925284,0.3815097,0.9393376,0.55744797,3.0,0.9999193
34,3,0.6628592,0.5163636,0.72454256,0.6239376,0.0,0.9999999
34,4,0.0019062925,0.48211488,0.013659187,0.53750694,0.0,0.99997556
34,5,0.0068693366,0.1420602,0.028391803,0.23866338,0.0,0.99999
34,6,0.7860037,0.09646404,0.9232594,0.28125933,0.0,0.9999889
34,7,0.72880113,0.62565815,1.0001448,0.9064021,0.0,0.99997675
34,8,0.009667951,0.83158,0.032315616,0.93997014,0.0,0.9999882
34,9,0.57981294,0.09040789,0.82747316,0.39700842,0.0,0.9999999
34,10,0.007115531,0.57377005,0.033937704,0.6851659,0.0,0.9999708
34,11,0.72374916,0.50542516,0.7977069,0.6343504,0.0,0.99999774
34,12,0.8959248,0.17186067,0.9927183,0.26922798,0.0,0.99999976
34,13,0.7992311,0.00037242472,0.97997737,0.25990653,0.0,0.9999838
34,14,0.007943127,0.20526746,0.03290553,0.2960433,0.0,0.99998844
34,15,0.4386378,0.36565787,0.5421608,0.4923005,0.0,0.99505806
34,16,0.8844265,0.5036188,0.9630365,0.6177573,0.0,0.9999906
34,17,0.97876805,0.9344949,1.0030082,0.9681069,0.0,0.99998987
34,18,0.86801934,0.017194062,0.942213,0.1205585,0.0,0.9999987
34,19,0.5820757,0.20885144,0.68614197,0.3026481,0.0,0.99999976
35,0,0.8030037,0.36064073,0.898282,0.4513341,2.0,0.9987476
35,1,0.727704,0.34607884,0.80762756,0.42965743,1.0,0.99735093
35,2,0.8538259,0.41644865,0.9266579,0.51648784,3.0,0.9858549
35,3,0.975976,0.726674,0.99687374,0.7505054,0.0,0.9999825
35,4,0.009654667,0.5051019,0.03749911,0.6075244,0.0,0.999997
35,5,0.73645455,0.36778122,0.8903247,0.4834809,0.0,1.0
35,6,0.3276884,-0.018730976,0.6401373,0.1645715,0.0,0.9999789
35,7,0.00367518,0.42529455,0.017104112,0.48350862,0.0,0.99999595
35,8,0.76997435,0.8612429,0.9456499,0.98229766,0.0,0.99997675
35,9,0.016436826,0.14509992,0.08189054,0.35989827,0.0,0.9999757
35,10,0.89017904,0.8270031,1.0158165,0.9482879,0.0,0.99999714
35,11,0.7637629,0.32527432,0.86606705,0.4183872,0.0,0.9999709
35,12,0.7072628,0.44787455,0.77332824,0.5075264,0.0,0.9999616
35,13,0.980263,0.5666567,0.99343437,0.5998078,0.0,0.9999999
35,14,0.4362462,0.06974678,0.7411026,0.3843118,0.0,0.99999714
35,15,0.8568634,0.101214975,1.0155473,0.18768275,0.0,0.99999857
35,16,0.8841599,0.3658638,0.9476685,0.49161172,0.0,1.0
35,17,0.94990134,0.4100374,1.007367,0.5031024,0.0,1.0
35,18,0.0014362279,0.5097509,0.014461281,0.5409015,0.0,0.9999615
35,19,0.018862408,0.2577604,0.08729941,0.49146253,0.0,0.9999864
36,0,0.69428915,0.42345476,0.82252693,0.5681149,2.0,0.9995515
36,1,0.82378286,0.43306494,0.9373117,0.607252,3.0,0.9987233
36,2,0.53369224,0.43717146,0.66199976,0.5972594,1.0,0.99798894
36,3,0.64066494,0.593895,0.6939806,0.6700207,0.0,0.99999595
36,4,0.58838385,0.0704735,0.764609,0.311988,0.0,1.0
36,5,0.60204333,0.9489246,0.6316284,1.0135026,0.0,0.99999356
36,6,0.8552204,0.85068685,0.95530784,1.0215684,0.0,0.99997485
36,7,0.51228577,0.5690479,0.6376443,0.66895336,0.0,0.9999126
36,8,0.0017052786,0.42364603,0.013728217,0.48516718,0.0,0.9996917
36,9,0.57551163,0.5981818,0.70256144,0.69383574,0.0,0.99997973
36,10,0.008701425,0.075876795,0.030692194,0.17152146,0.0,0.99985147
36,11,0.8462882,0.43603814,0.89680517,0.56251705,0.0,0.9999932
36,12,0.0,0.002633633,0.0,0.064342916,0.0,0.9996107
36,13,0.6051112,0.6933112,0.6538752,0.77896255,0.0,1.0
36,14,0.69245625,0.46428072,0.79508775,0.53912544,0.0,0.99989605
36,15,0.714505,0.3510338,0.85325646,0.45973498,0.0,0.99999845
36,16,0.88173306,0.6232905,1.0010424,0.7430792,0.0,0.99999845
